Unnamed: 0,ID,GENDER,CAR,PROPERTY,NO OF CHILDREN,INCOME TOTAL,INCOME TYPE,EDUCATION TYPE,FAMILY STATUS,HOUSING TYPE,PHONE,EMAIL,OCCUPATION TYPE,FAMILY SIZE,STATUS,AGE
406062,5079245,M,Y,Y,0,180000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,46.0
406109,5079246,F,N,Y,0,225000.0,Working,Higher education,Single,Own House,0,1,Core staff,1,1,46.0
406129,5079247,F,N,Y,0,225000.0,Working,Higher education,Single,Own House,0,1,Core staff,1,1,46.0
406176,5079255,F,Y,Y,0,162000.0,Working,Higher education,Separated,Own House,1,0,Accountants,1,1,42.0
406208,5079256,F,Y,Y,0,162000.0,Working,Higher education,Separated,Own House,1,0,Accountants,1,1,42.0
406222,5079257,M,N,Y,0,135000.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,2,1,47.0
406246,5079258,M,N,Y,0,135000.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,2,1,47.0
406304,5079263,F,N,N,2,315000.0,Commercial associate,Secondary,Single,Own House,0,0,Managers,3,1,30.0
406334,5079264,F,N,N,2,315000.0,Commercial associate,Secondary,Single,Own House,0,0,Managers,3,1,30.0
406553,5079275,F,N,Y,0,202500.0,State servant,Secondary,Widow,Own House,0,0,Medicine staff,1,1,62.0
406565,5079280,F,N,Y,0,90000.0,State servant,Secondary,Separated,Municipal apartment,0,0,High skill tech staff,1,0,44.0
406567,5079281,M,N,N,2,270000.0,Working,Secondary,Married,With parents,0,0,Drivers,4,1,40.0
406644,5079288,F,N,N,0,216000.0,Working,Secondary,Married,Own House,0,0,High skill tech staff,2,1,42.0
406657,5079292,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,25.0
406659,5079293,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,0,25.0
406671,5079294,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,25.0
406673,5079295,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,0,25.0
406685,5079296,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,0,25.0
406697,5079297,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,0,25.0
406709,5079298,F,N,Y,0,117000.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,25.0
406711,5079301,M,N,Y,1,243000.0,Commercial associate,Secondary,Single,Own House,1,0,Laborers,2,1,36.0
406757,5085623,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,1,34.0
406812,5085624,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,1,34.0
406845,5085625,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,1,34.0
406878,5085626,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,1,34.0
406913,5085627,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,1,34.0
406946,5085628,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,1,34.0
406979,5085629,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,0,34.0
407007,5085630,M,N,Y,1,202500.0,Commercial associate,Secondary,Separated,Own House,0,0,Core staff,2,0,34.0
407021,5085631,M,Y,Y,0,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,2,1,44.0
407037,5085632,M,Y,Y,0,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,2,1,44.0
407098,5085643,M,N,Y,1,90000.0,Working,Secondary,Separated,Own House,0,0,Laborers,2,1,33.0
407124,5085644,M,N,Y,1,90000.0,Working,Secondary,Separated,Own House,0,0,Laborers,2,1,33.0
407150,5085645,M,N,Y,1,90000.0,Working,Secondary,Separated,Own House,0,0,Laborers,2,1,33.0
407176,5085647,M,N,Y,1,90000.0,Working,Secondary,Separated,Own House,0,0,Laborers,2,1,33.0
407179,5085648,M,N,Y,1,90000.0,Working,Secondary,Separated,Own House,0,0,Laborers,2,0,33.0
407223,5085651,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,1,37.0
407239,5085652,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,0,37.0
407242,5085653,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,1,37.0
407259,5085654,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,1,37.0
407276,5085655,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,0,37.0
407279,5085656,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,0,37.0
407281,5085657,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,1,37.0
407288,5085658,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,0,37.0
407290,5085659,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,1,37.0
407307,5085660,F,N,N,0,135000.0,Working,Secondary,Single,Rented apartment,0,0,Laborers,1,0,37.0
407330,5085665,F,N,Y,0,247500.0,Working,Higher education,Married,Own House,0,0,Core staff,2,1,45.0
407345,5085666,F,N,Y,0,180000.0,Working,Secondary,Widow,Own House,0,0,Accountants,1,1,48.0
407393,5085667,F,N,Y,0,180000.0,Working,Secondary,Widow,Own House,0,0,Accountants,1,1,48.0
407434,5085668,F,N,Y,0,180000.0,Working,Secondary,Widow,Own House,0,0,Accountants,1,1,48.0
407459,5085669,F,N,Y,0,180000.0,Working,Secondary,Widow,Own House,0,0,Accountants,1,1,48.0
407515,5085670,F,N,Y,0,180000.0,Working,Secondary,Widow,Own House,0,0,Accountants,1,0,48.0
407532,5085671,F,N,Y,0,180000.0,Working,Secondary,Widow,Own House,0,0,Accountants,1,0,48.0
407548,5085676,F,N,Y,0,103500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,55.0
407550,5085677,F,N,Y,0,103500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,55.0
407552,5085678,F,N,Y,0,103500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,55.0
407554,5085679,F,N,Y,0,103500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,55.0
407556,5085680,F,N,Y,0,103500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,55.0
407558,5085681,F,N,Y,0,103500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,55.0
407560,5085682,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,Own House,0,0,Managers,2,1,50.0
407573,5085683,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,Own House,0,0,Managers,2,1,50.0
407594,5085684,F,N,Y,0,135000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,57.0
407654,5085687,F,N,Y,0,135000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,57.0
407714,5085688,F,N,Y,0,135000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,57.0
407745,5085689,F,N,Y,0,135000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,57.0
407798,5085696,F,N,Y,0,121500.0,Working,Secondary,Married,Own House,0,0,Cooking staff,2,1,56.0
407808,5085697,F,N,Y,0,121500.0,Working,Secondary,Married,Own House,0,0,Cooking staff,2,1,56.0
407818,5085698,F,N,Y,0,121500.0,Working,Secondary,Married,Own House,0,0,Cooking staff,2,0,56.0
407846,5085699,F,N,Y,0,121500.0,Working,Secondary,Married,Own House,0,0,Cooking staff,2,1,56.0
407965,5085705,M,N,Y,2,157500.0,Working,Secondary,Married,Own House,0,0,Core staff,4,1,35.0
407993,5085706,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,1,41.0
408030,5085708,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,1,41.0
408053,5085711,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,1,41.0
408086,5085712,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,1,41.0
408096,5085713,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,0,41.0
408106,5085714,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,0,41.0
408118,5085716,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,Own House,0,0,Laborers,2,0,41.0
408130,5085717,F,N,N,0,225000.0,Working,Higher education,Married,Own House,0,0,Managers,2,0,46.0
408245,5085726,F,N,Y,0,54000.0,State servant,Secondary,Married,Own House,0,0,High skill tech staff,2,0,53.0
408313,5085731,M,N,Y,0,270000.0,Working,Secondary,Separated,Own House,1,0,Laborers,1,0,36.0
408320,5085732,M,N,Y,0,270000.0,Working,Secondary,Separated,Own House,1,0,Laborers,1,1,36.0
408346,5085734,M,N,Y,0,270000.0,Working,Secondary,Separated,Own House,1,0,Laborers,1,1,36.0
408353,5085738,M,N,Y,0,270000.0,Working,Secondary,Separated,Own House,1,0,Laborers,1,1,36.0
408379,5085739,M,N,Y,0,270000.0,Working,Secondary,Separated,Own House,1,0,Laborers,1,1,36.0
408416,5085740,M,N,Y,0,270000.0,Working,Secondary,Separated,Own House,1,0,Laborers,1,1,36.0
408437,5085743,F,N,Y,1,202500.0,Working,Secondary,Married,Own House,0,0,Medicine staff,3,1,38.0
408463,5085744,F,N,Y,1,202500.0,Working,Secondary,Married,Own House,0,0,Medicine staff,3,1,38.0
408514,5085745,F,N,Y,1,202500.0,Working,Secondary,Married,Own House,0,0,Medicine staff,3,1,38.0
408570,5085746,F,N,Y,1,202500.0,Working,Secondary,Married,Own House,0,0,Medicine staff,3,0,38.0
408608,5085747,F,N,Y,1,202500.0,Working,Secondary,Married,Own House,0,0,Medicine staff,3,1,38.0
408666,5085751,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,0,31.0
408670,5085752,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,1,31.0
408679,5085754,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,1,31.0
408688,5085755,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,0,31.0
408697,5085756,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,1,31.0
408738,5085757,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,1,31.0
408747,5085758,F,Y,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Core staff,3,0,31.0
408906,5085769,F,N,Y,0,90000.0,Commercial associate,Secondary,Married,Own House,0,0,Cleaning staff,2,0,52.0
408917,5085770,F,N,Y,0,90000.0,Commercial associate,Secondary,Married,Own House,0,0,Cleaning staff,2,0,52.0
408927,5085771,F,N,Y,0,90000.0,Commercial associate,Secondary,Married,Own House,0,0,Cleaning staff,2,0,52.0
408932,5085775,M,N,Y,0,315000.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Managers,2,1,49.0
408952,5085776,M,N,Y,0,315000.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Managers,2,1,49.0
408972,5085779,M,N,Y,0,315000.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Managers,2,0,49.0
409016,5085780,M,N,Y,0,315000.0,Commercial associate,Secondary,Civil marriage,Own House,0,0,Managers,2,0,49.0
409024,5085781,M,Y,N,0,157500.0,Commercial associate,Secondary,Married,With parents,0,0,Sales staff,2,1,46.0
409076,5085786,M,Y,N,0,157500.0,Commercial associate,Secondary,Married,With parents,0,0,Sales staff,2,1,46.0
409084,5085787,F,N,Y,3,157500.0,Working,Higher education,Married,Own House,0,0,Accountants,5,0,39.0
409086,5085788,F,N,Y,3,157500.0,Working,Higher education,Married,Own House,0,0,Accountants,5,1,39.0
409112,5085789,F,N,Y,3,157500.0,Working,Higher education,Married,Own House,0,0,Accountants,5,1,39.0
409118,5085790,F,N,Y,3,157500.0,Working,Higher education,Married,Own House,0,0,Accountants,5,0,39.0
409132,5085792,F,N,Y,0,157500.0,Working,Incomplete higher,Married,Own House,0,0,Drivers,2,1,38.0
409168,5085793,F,N,Y,0,157500.0,Working,Incomplete higher,Married,Own House,0,0,Drivers,2,0,38.0
409204,5085794,F,N,Y,0,157500.0,Working,Incomplete higher,Married,Own House,0,0,Drivers,2,0,38.0
409219,5085797,F,N,Y,0,157500.0,Working,Incomplete higher,Married,Own House,0,0,Drivers,2,0,38.0
409229,5085799,F,N,Y,0,126000.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,1,22.0
409232,5085800,F,N,Y,0,126000.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,1,22.0
409235,5085801,F,N,Y,0,126000.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,0,22.0
409237,5085802,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409288,5085803,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409297,5085806,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409306,5085807,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409325,5085808,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409334,5085810,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409343,5085811,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409381,5085812,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409390,5085813,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409428,5085814,F,Y,Y,0,315000.0,State servant,Higher education,Married,Own House,0,1,Drivers,2,1,53.0
409542,5085830,M,Y,Y,1,247500.0,Working,Secondary,Married,Own House,0,0,Laborers,3,1,37.0
409567,5085831,M,Y,Y,1,247500.0,Working,Secondary,Married,Own House,0,0,Laborers,3,0,37.0
409583,5085832,F,N,Y,1,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Sales staff,2,0,32.0
409587,5085833,F,N,Y,1,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Sales staff,2,1,32.0
409605,5085834,F,N,Y,1,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Sales staff,2,1,32.0
409610,5085835,F,N,Y,1,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Sales staff,2,1,32.0
409619,5085836,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409635,5085837,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409651,5085838,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409667,5085839,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409683,5085840,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409726,5085842,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409737,5085843,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,Own House,0,0,Laborers,3,1,31.0
409753,5085844,M,Y,Y,0,139500.0,Working,Secondary,Separated,Own House,0,0,High skill tech staff,1,0,38.0
409893,5085852,F,N,Y,0,130500.0,State servant,Secondary,Single,Own House,0,0,Accountants,1,1,23.0
409965,5085860,F,N,Y,1,121500.0,State servant,Higher education,Separated,Own House,0,0,Medicine staff,2,0,38.0
409967,5085861,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
409981,5085862,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
409995,5085863,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
410005,5085864,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,0,49.0
410018,5085865,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
410069,5085866,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
410078,5085867,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
410111,5085868,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,0,49.0
410117,5085869,F,N,Y,0,135000.0,Working,Secondary,Married,Own House,0,0,Cleaning staff,2,1,49.0
410130,5085870,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Laborers,2,1,26.0
410139,5085871,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Laborers,2,1,26.0
410162,5085872,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Laborers,2,1,26.0
410208,5085873,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Laborers,2,1,26.0
410231,5085874,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Laborers,2,0,26.0
410272,5085875,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Laborers,2,1,26.0
410280,5085876,F,N,Y,0,315000.0,Working,Secondary,Married,Own House,0,0,Private service staff,2,1,49.0
410310,5085878,F,N,Y,0,315000.0,Working,Secondary,Married,Own House,0,0,Private service staff,2,1,49.0
410339,5085879,F,N,Y,0,315000.0,Working,Secondary,Married,Own House,0,0,Private service staff,2,1,49.0
410352,5085880,F,N,Y,0,315000.0,Working,Secondary,Married,Own House,0,0,Private service staff,2,0,49.0
410356,5085881,M,N,Y,0,135000.0,Commercial associate,Secondary,Married,Own House,0,0,Laborers,2,1,47.0
410407,5085886,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Own House,0,0,Managers,2,0,51.0
410468,5085887,F,Y,Y,0,189000.0,Commercial associate,Higher education,Married,Own House,0,0,Managers,2,0,42.0
410478,5085888,F,Y,Y,0,189000.0,Commercial associate,Higher education,Married,Own House,0,0,Managers,2,1,42.0
410505,5085889,F,Y,Y,0,189000.0,Commercial associate,Higher education,Married,Own House,0,0,Managers,2,1,42.0
410522,5085890,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,39.0
410540,5085891,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,39.0
410558,5085892,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,39.0
410573,5085893,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,39.0
410588,5085894,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,0,39.0
410589,5085895,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,39.0
410612,5085896,F,N,Y,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,39.0
410666,5085898,F,Y,N,0,360000.0,Commercial associate,Secondary,Married,Own House,0,0,Managers,2,0,46.0
410749,5085901,F,N,Y,2,243000.0,State servant,Higher education,Married,Own House,0,0,Core staff,4,1,27.0
410765,5085902,F,N,Y,2,243000.0,State servant,Higher education,Married,Own House,0,0,Core staff,4,1,27.0
410772,5085903,F,N,Y,2,243000.0,State servant,Higher education,Married,Own House,0,0,Core staff,4,1,27.0
410798,5085904,F,N,Y,2,243000.0,State servant,Higher education,Married,Own House,0,0,Core staff,4,1,27.0
410812,5085905,F,N,Y,2,243000.0,State servant,Higher education,Married,Own House,0,0,Core staff,4,1,27.0
410826,5085907,F,N,Y,3,67500.0,Working,Secondary,Married,Own House,0,0,Core staff,5,1,32.0
410859,5085908,F,N,Y,3,67500.0,Working,Secondary,Married,Own House,0,0,Core staff,5,0,32.0
410863,5085911,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,1,56.0
410884,5085912,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,1,56.0
410896,5085913,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,1,56.0
410914,5085914,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,1,56.0
410927,5085916,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,0,56.0
410931,5085922,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,0,56.0
410949,5085923,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,0,56.0
410956,5085927,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,1,56.0
411000,5085928,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,0,56.0
411030,5085929,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,1,56.0
411043,5085930,F,N,Y,0,225000.0,Commercial associate,Higher education,Single,Own House,0,0,Core staff,1,0,56.0
411051,5085931,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,Own House,0,0,Sales staff,2,1,30.0
411054,5085932,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,Own House,0,0,Sales staff,2,1,30.0
411067,5085934,F,Y,N,0,112500.0,Working,Secondary,Married,Municipal apartment,0,0,Sales staff,2,1,49.0
411088,5085936,F,Y,N,0,112500.0,Working,Secondary,Married,Municipal apartment,0,0,Sales staff,2,1,49.0
411144,5085937,F,Y,N,0,112500.0,Working,Secondary,Married,Municipal apartment,0,0,Sales staff,2,0,49.0
411166,5085938,F,N,Y,1,112500.0,Working,Higher education,Married,With parents,0,0,Core staff,3,1,26.0
411176,5085939,F,N,Y,1,112500.0,Working,Higher education,Married,With parents,0,0,Core staff,3,0,26.0
411180,5085944,F,N,Y,0,261000.0,Commercial associate,Secondary,Separated,Own House,0,0,High skill tech staff,1,1,54.0
411202,5085946,F,N,Y,0,261000.0,Commercial associate,Secondary,Separated,Own House,0,0,High skill tech staff,1,1,54.0
411227,5085947,F,N,Y,0,261000.0,Commercial associate,Secondary,Separated,Own House,0,0,High skill tech staff,1,0,54.0
411234,5085948,F,N,Y,0,261000.0,Commercial associate,Secondary,Separated,Own House,0,0,High skill tech staff,1,0,54.0
411240,5085949,F,N,Y,0,261000.0,Commercial associate,Secondary,Separated,Own House,0,0,High skill tech staff,1,0,54.0
411246,5085951,M,Y,Y,0,90000.0,Working,Secondary,Single,Own House,0,1,Drivers,1,1,29.0
411261,5085954,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,0,33.0
411267,5085955,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411289,5085956,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411303,5085957,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411335,5085958,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411357,5085959,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411376,5085960,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411398,5085961,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411417,5085962,M,N,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,33.0
411431,5085963,F,N,Y,0,180000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,51.0
411484,5085964,F,N,Y,0,180000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,51.0
411533,5085965,F,N,Y,0,180000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,51.0
411559,5085966,F,N,Y,0,180000.0,Working,Secondary,Single,Own House,0,0,Laborers,1,1,51.0
411588,5085968,F,N,N,0,126000.0,State servant,Secondary,Separated,Own House,1,0,Waiters,1,1,57.0
411597,5085970,F,N,N,0,126000.0,State servant,Secondary,Separated,Own House,1,0,Waiters,1,1,57.0
411606,5085971,F,N,N,0,126000.0,State servant,Secondary,Separated,Own House,1,0,Waiters,1,1,57.0
411615,5085973,F,N,Y,0,247500.0,Commercial associate,Secondary,Widow,Own House,0,0,Medicine staff,1,1,55.0
411622,5085974,F,N,Y,0,247500.0,Commercial associate,Secondary,Widow,Own House,0,0,Medicine staff,1,0,55.0
411635,5085975,F,Y,Y,0,306000.0,Working,Higher education,Married,Own House,0,0,Managers,2,1,36.0
411660,5085976,F,Y,Y,0,306000.0,Working,Higher education,Married,Own House,0,0,Managers,2,0,36.0
411670,5085977,F,Y,Y,0,306000.0,Working,Higher education,Married,Own House,0,0,Managers,2,1,36.0
411687,5085978,F,Y,Y,0,306000.0,Working,Higher education,Married,Own House,0,0,Managers,2,1,36.0
411703,5085981,M,Y,N,0,67500.0,Working,Higher education,Single,Own House,0,0,Laborers,1,1,34.0
411756,5085982,M,Y,N,0,67500.0,Working,Higher education,Single,Own House,0,0,Laborers,1,1,34.0
411769,5085983,M,Y,Y,1,90000.0,Working,Secondary,Married,Own House,0,0,Low-skill Laborers,3,0,45.0
411781,5085984,M,Y,Y,1,90000.0,Working,Secondary,Married,Own House,0,0,Low-skill Laborers,3,0,45.0
412536,5086035,M,N,Y,1,112500.0,Working,Secondary,Married,Own House,0,0,Drivers,3,1,46.0
412566,5086036,F,N,Y,0,90000.0,Working,Secondary,Married,Own House,1,0,Laborers,2,1,47.0
412577,5086037,F,N,Y,0,90000.0,Working,Secondary,Married,Own House,1,0,Laborers,2,1,47.0
412622,5086038,F,N,Y,0,90000.0,Working,Secondary,Married,Own House,1,0,Laborers,2,1,47.0
412632,5086039,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,1,38.0
412654,5086040,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,1,38.0
412673,5086041,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,1,38.0
412695,5086043,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,1,38.0
412717,5086044,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,1,38.0
412738,5086045,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,0,38.0
412759,5086046,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,1,38.0
412777,5086047,F,Y,Y,2,112500.0,Working,Higher education,Married,Own House,0,0,High skill tech staff,4,0,38.0
412788,5086051,F,N,Y,0,202500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
412843,5086052,F,N,Y,0,202500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
412890,5086054,F,N,Y,0,202500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
412924,5086055,F,N,Y,0,202500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
